"weight","lat1","lng1","lat2","lng2"
0.122182486905407,38.57,-92.19,39.77,-104.87
0.121343518714462,44.92,-123.02,39.77,-104.87
0.120825208714642,40.28,-76.88,42.34,-71.02
0.120688542576394,30.31,-97.75,38.57,-121.47
0.120664892591307,47.04,-122.89,39.77,-104.87
0.120335345514377,44.92,-123.02,38.57,-121.47
0.120318000800092,44.92,-123.02,39.15,-119.74
0.119922449123065,39.99,-82.99,39.78,-89.64
0.119448187794701,34.72,-92.35,32.35,-86.28
0.119389462742844,33.76,-84.42,38.91,-77.02
0.119300378745612,39.78,-89.64,38.91,-77.02
0.119065052098001,32.32,-90.21,33.76,-84.42
0.118139993657101,36.17,-86.78,34.04,-80.89
0.117354615420001,37.53,-77.47,36.17,-86.78
0.116673961871765,44.92,-123.02,46.81,-100.77
0.116078337570943,36.17,-86.78,30.46,-84.28
0.115530624632819,38.35,-81.63,38.2,-84.86
0.115324369846326,47.04,-122.89,39.15,-119.74
0.114960108597605,40.82,-96.69,39.77,-104.87
0.114903454464998,47.04,-122.89,33.54,-112.07
0.114558201372958,39.78,-89.64,39.77,-104.87
0.11373013488538,30.31,-97.75,36.17,-86.78
0.113578525737653,36.17,-86.78,35.82,-78.66
0.113318927249276,41.15,-104.79,35.68,-105.95
0.112704665935045,35.82,-78.66,30.45,-91.13
0.111416378562708,47.04,-122.89,38.91,-77.02
0.107999612164437,42.67,-73.8,33.76,-84.42
0.107710538815667,35.47,-97.51,35.68,-105.95
0.107393385734747,40.22,-74.76,38.57,-121.47
0.107314173629686,46.81,-100.77,39.78,-89.64
0.106448712622796,44.32,-69.77,32.35,-86.28
0.106309710350156,39.15,-119.74,39.77,-104.87
0.106273089712764,38.91,-77.02,39.16,-75.53
0.104804735612959,46.81,-100.77,39.77,-104.87
0.104556296690969,40.78,-111.93,33.54,-112.07
0.104261838268385,40.82,-96.69,44.95,-93.1
0.103903670832599,30.45,-91.13,39.78,-89.64
0.103392455784799,30.31,-97.75,38.57,-92.19
0.102868098629817,34.04,-80.89,30.46,-84.28
0.10274322465783,40.28,-76.88,39.78,-89.64
0.102472315681062,30.45,-91.13,39.77,-104.87
0.102346027831948,38.98,-76.49,33.76,-84.42
0.102061260895909,39.04,-95.69,41.58,-93.62
0.101867244910252,35.82,-78.66,42.67,-73.8
0.100777702099158,38.35,-81.63,40.28,-76.88
0.100460420667694,36.17,-86.78,40.28,-76.88
0.100306322524823,37.53,-77.47,42.67,-73.8
0.0993000908885404,38.98,-76.49,30.45,-91.13
0.0985018047237333,47.04,-122.89,46.81,-100.77
0.0984994926783213,30.45,-91.13,38.91,-77.02
0.0980644562734115,44.37,-100.34,43.61,-116.23
0.0980307416998589,37.53,-77.47,41.77,-72.68
0.0972662245284517,35.82,-78.66,40.22,-74.76
0.0971052281407676,38.98,-76.49,38.57,-121.47
0.0968731062805711,36.17,-86.78,39.99,-82.99
0.0966093398051256,40.78,-111.93,46.81,-100.77
0.0962590595319656,42.67,-73.8,30.46,-84.28
0.0957785614391542,30.31,-97.75,32.35,-86.28
0.0955404657258748,32.32,-90.21,30.46,-84.28
0.0951888219325132,38.57,-92.19,44.95,-93.1
0.095168432619083,39.99,-82.99,35.82,-78.66
0.0951282573487339,40.82,-96.69,39.78,-86.15
0.0947273150772605,38.98,-76.49,32.35,-86.28
0.0947005692383248,38.98,-76.49,39.78,-89.64
0.0944795672293554,38.57,-92.19,32.35,-86.28
0.0933942942284593,42.34,-71.02,38.98,-76.49
0.0933325607127976,41.82,-71.42,44.32,-69.77
0.0926644311482236,35.47,-97.51,40.82,-96.69
0.0924743224090567,40.28,-76.88,30.45,-91.13
0.092431752099515,35.68,-105.95,43.61,-116.23
0.0922713989842424,30.31,-97.75,34.72,-92.35
0.0922580082045911,38.35,-81.63,44.26,-72.57
0.0918456977965262,39.99,-82.99,30.45,-91.13
0.0910407821277556,44.92,-123.02,35.68,-105.95
0.0903769567131921,35.47,-97.51,30.45,-91.13
0.09010373094045,34.04,-80.89,32.32,-90.21
0.089639200171048,36.17,-86.78,38.98,-76.49
0.0895436600808867,39.99,-82.99,38.91,-77.02
0.0895060108255561,39.04,-95.69,39.77,-104.87
0.088919857311285,42.67,-73.8,39.78,-89.64
0.0887680774488347,39.99,-82.99,40.22,-74.76
0.0885846418748524,36.17,-86.78,38.91,-77.02
0.0881648294452104,40.28,-76.88,39.77,-104.87
0.0875155617325863,38.2,-84.86,32.35,-86.28
0.0865719023927979,39.99,-82.99,30.46,-84.28
0.085948120751122,40.28,-76.88,42.71,-84.55
0.0857027011788282,30.31,-97.75,30.46,-84.28
0.0852475212589535,35.68,-105.95,46.6,-112.03
0.085006368440682,34.04,-80.89,30.45,-91.13
0.0847324304960595,30.45,-91.13,43.61,-116.23
0.0843852261416284,30.46,-84.28,38.91,-77.02
0.0842148064124741,36.17,-86.78,39.78,-89.64
0.0836308280480549,30.31,-97.75,32.32,-90.21
0.0835643805444413,37.53,-77.47,39.99,-82.99
0.0831416042318054,39.04,-95.69,34.72,-92.35
0.0828068657339588,38.91,-77.02,39.77,-104.87
0.0827567784774346,39.78,-89.64,38.57,-121.47
0.0821223778818098,47.04,-122.89,40.78,-111.93
0.081942142971058,41.77,-72.68,38.57,-121.47
0.081544141390565,42.67,-73.8,39.04,-95.69
0.0814047082821461,30.31,-97.75,39.78,-89.64
0.080512227627948,43.61,-116.23,39.77,-104.87
0.0801251641132417,39.15,-119.74,38.91,-77.02
0.0800640436602789,44.95,-93.1,33.54,-112.07
0.0798423342226068,41.15,-104.79,40.78,-111.93
0.0794553457247788,47.04,-122.89,38.98,-76.49
0.0787254171062064,35.68,-105.95,30.45,-91.13
0.0786508741646425,35.68,-105.95,38.57,-121.47
0.0785903485685076,37.53,-77.47,30.46,-84.28
0.0782795221129864,38.57,-92.19,32.32,-90.21
0.0779789652294597,32.32,-90.21,42.71,-84.55
0.077476338381756,40.82,-96.69,43.61,-116.23
0.0767564080480152,30.45,-91.13,38.2,-84.86
0.0757329464289713,35.47,-97.51,39.77,-104.87
0.0756088465590432,35.68,-105.95,34.72,-92.35
0.0754668065348891,39.99,-82.99,38.57,-92.19
0.0752964843594171,46.81,-100.77,33.54,-112.07
0.0751884121967632,34.04,-80.89,40.28,-76.88
0.0745216296344681,40.82,-96.69,34.72,-92.35
0.0744310770538833,39.78,-86.15,32.35,-86.28
0.0743873604825519,39.99,-82.99,42.67,-73.8
0.0743843299290363,38.2,-84.86,41.58,-93.62
0.0742647873083031,39.78,-89.64,33.76,-84.42
0.0740041504474596,38.91,-77.02,33.54,-112.07
0.0739555545093139,40.28,-76.88,30.46,-84.28
0.0738404120165752,30.31,-97.75,33.76,-84.42
0.0736944453878259,40.78,-111.93,38.57,-121.47
0.0734648594102742,34.04,-80.89,39.99,-82.99
0.0726591567207142,40.78,-111.93,35.68,-105.95
0.0726312805815541,40.82,-96.69,39.78,-89.64
0.0724872803205513,36.17,-86.78,39.77,-104.87
0.0723487225968772,37.53,-77.47,42.34,-71.02
0.072210181498959,42.67,-73.8,44.95,-93.1
0.0721047826604799,37.53,-77.47,39.16,-75.53
0.0720907457941999,44.32,-69.77,41.77,-72.68
0.071727004198639,40.22,-74.76,39.77,-104.87
0.071442882627136,39.16,-75.53,41.77,-72.68
0.0710728359502035,38.35,-81.63,39.99,-82.99
0.0710396010491279,41.58,-93.62,39.77,-104.87
0.0710108226002524,43.08,-89.39,38.57,-92.19
0.0707763780551501,38.98,-76.49,30.46,-84.28
0.0705011308733359,30.45,-91.13,33.54,-112.07
0.0695059782045823,38.91,-77.02,32.35,-86.28
0.0693238140746362,43.08,-89.39,40.82,-96.69
0.0691991968768707,43.61,-116.23,33.54,-112.07
0.0691309699142117,30.31,-97.75,39.15,-119.74
0.06911976529431,30.45,-91.13,38.57,-121.47
0.0691177191806575,40.28,-76.88,39.78,-86.15
0.0689214478068374,35.68,-105.95,41.58,-93.62
0.068800984091654,40.28,-76.88,33.76,-84.42
0.0678230221531678,32.32,-90.21,38.2,-84.86
0.067690509640054,44.26,-72.57,44.32,-69.77
0.0676695709770868,34.04,-80.89,38.98,-76.49
0.0672737694751636,37.53,-77.47,39.78,-86.15
0.0672397204176242,44.95,-93.1,39.77,-104.87
0.0670646448928639,40.78,-111.93,46.6,-112.03
0.0669705020483689,38.98,-76.49,39.78,-86.15
0.0664700106512375,36.17,-86.78,41.58,-93.62
0.0664315932400459,37.53,-77.47,39.77,-104.87
0.0663802665813746,39.78,-86.15,39.77,-104.87
0.0662644642509053,40.82,-96.69,46.6,-112.03
0.0656825163798494,46.81,-100.77,39.78,-86.15
0.0653632445929451,40.22,-74.76,39.78,-89.64
0.0651363102577215,39.99,-82.99,39.77,-104.87
0.0649223020698974,38.2,-84.86,39.77,-104.87
0.0648961763950202,38.57,-92.19,43.61,-116.23
0.064753332935134,40.28,-76.88,32.35,-86.28
0.0646879255281288,38.98,-76.49,39.77,-104.87
0.0639939941303522,36.17,-86.78,35.68,-105.95
0.0638912527529842,46.81,-100.77,39.15,-119.74
0.063825196789549,42.67,-73.8,39.77,-104.87
0.063643115688622,41.58,-93.62,33.54,-112.07
0.0635613246327381,35.68,-105.95,38.57,-92.19
0.0635078382059511,36.17,-86.78,35.47,-97.51
0.0628240132669983,36.17,-86.78,43.61,-116.23
0.062570785616972,40.22,-74.76,39.15,-119.74
0.062380859640115,46.6,-112.03,41.58,-93.62
0.0621872161733829,42.71,-84.55,38.2,-84.86
0.0620972974657986,37.53,-77.47,38.57,-121.47
0.0620661115654503,38.2,-84.86,39.78,-89.64
0.0619442148189847,40.78,-111.93,40.82,-96.69
0.0619382956393556,37.53,-77.47,39.78,-89.64
0.061894441284822,35.68,-105.95,39.15,-119.74
0.061843111507421,40.28,-76.88,38.57,-92.19
0.0616631025889242,41.58,-93.62,43.61,-116.23
0.0616145845202953,39.99,-82.99,41.77,-72.68
0.0615979673253545,30.31,-97.75,38.91,-77.02
0.0612941122258413,36.17,-86.78,44.32,-69.77
0.0612367565375452,41.15,-104.79,38.35,-81.63
0.0610196399148496,38.57,-92.19,38.2,-84.86
0.0608602556836073,30.31,-97.75,35.82,-78.66
0.060693593214797,42.34,-71.02,33.76,-84.42
0.0606596760263772,39.15,-119.74,43.61,-116.23
0.0605993775372938,39.78,-89.64,30.46,-84.28
0.0599479856008786,42.71,-84.55,30.45,-91.13
0.0596830329717702,32.32,-90.21,38.98,-76.49
0.0593241413693608,38.98,-76.49,33.54,-112.07
0.0592819985426447,40.22,-74.76,30.45,-91.13
0.0590050539070286,39.15,-119.74,39.78,-89.64
0.0585728200879648,35.82,-78.66,44.32,-69.77
0.0585695231084039,30.46,-84.28,39.77,-104.87
0.0582614911593217,36.17,-86.78,44.95,-93.1
0.0582499979445308,36.17,-86.78,46.81,-100.77
0.0580953028306389,30.31,-97.75,38.98,-76.49
0.0579638894189375,44.95,-93.1,42.34,-71.02
0.057662784807008,37.53,-77.47,32.32,-90.21
0.0574343424412141,30.31,-97.75,42.67,-73.8
0.0571574260485455,38.57,-92.19,33.76,-84.42
0.0569368744209848,36.17,-86.78,33.54,-112.07
0.0567331430311717,35.82,-78.66,32.32,-90.21
0.0567282251096191,39.78,-86.15,34.72,-92.35
0.0567085619466695,35.68,-105.95,32.35,-86.28
0.0564911796790095,39.78,-86.15,33.76,-84.42
0.0563860765866419,44.92,-123.02,38.98,-76.49
0.0562571756601607,35.82,-78.66,38.57,-92.19
0.0562468076197718,39.15,-119.74,38.98,-76.49
0.0555290357027938,39.78,-89.64,32.35,-86.28
0.0553856370081337,42.34,-71.02,39.77,-104.87
0.0551540762019748,42.34,-71.02,38.57,-121.47
0.0551100726920498,47.04,-122.89,37.53,-77.47
0.0550478339190706,47.04,-122.89,39.78,-89.64
0.0546820715425925,35.68,-105.95,38.98,-76.49
0.0546748502905337,43.08,-89.39,38.2,-84.86
0.0546742927442171,39.99,-82.99,32.32,-90.21
0.0546249204226668,40.22,-74.76,30.46,-84.28
0.0545650476540772,46.81,-100.77,35.68,-105.95
0.0545578514723886,40.28,-76.88,33.54,-112.07
0.0545262868246224,30.31,-97.75,40.28,-76.88
0.0542007694019945,35.68,-105.95,39.04,-95.69
0.0540178389009547,35.82,-78.66,41.77,-72.68
0.0539437499888361,46.6,-112.03,39.77,-104.87
0.0536297761373599,42.67,-73.8,39.15,-119.74
0.0536260697785768,41.15,-104.79,41.58,-93.62
0.0535282700924084,36.17,-86.78,42.71,-84.55
0.0534727063759689,37.53,-77.47,30.31,-97.75
0.0534609455167953,40.82,-96.69,38.2,-84.86
0.053040282011717,35.82,-78.66,39.77,-104.87
0.0529693174831967,47.04,-122.89,30.31,-97.75
0.0528778930886042,38.35,-81.63,43.61,-116.23
0.0528652077583455,30.46,-84.28,38.57,-121.47
0.0525958841084034,42.67,-73.8,30.45,-91.13
0.0524631932481144,41.82,-71.42,40.22,-74.76
0.0523369249617263,39.99,-82.99,41.58,-93.62
0.0522171928936204,44.92,-123.02,40.82,-96.69
0.0521393463762125,46.81,-100.77,38.57,-92.19
0.0521309191341927,37.53,-77.47,34.72,-92.35
0.0518265106330765,40.28,-76.88,39.15,-119.74
0.0517080281972634,38.2,-84.86,34.72,-92.35
0.051659046800171,41.77,-72.68,39.77,-104.87
0.051492841788609,32.32,-90.21,44.32,-69.77
0.0514236055999188,44.95,-93.1,38.2,-84.86
0.0513620112990121,42.67,-73.8,38.57,-92.19
0.0509009700439123,43.08,-89.39,44.37,-100.34
0.0507847577835381,35.68,-105.95,38.91,-77.02
0.0507706991467962,39.77,-104.87,34.72,-92.35
0.0507419045125251,38.2,-84.86,43.61,-116.23
0.0506953095588864,37.53,-77.47,38.57,-92.19
0.0505423950583474,30.45,-91.13,41.77,-72.68
0.0504991202804077,44.95,-93.1,38.98,-76.49
0.0501700868441907,42.71,-84.55,38.98,-76.49
0.0499918970782881,42.34,-71.02,33.54,-112.07
0.0498160470589621,38.35,-81.63,41.58,-93.62
0.0497793858987889,43.08,-89.39,30.45,-91.13
0.0497749057092561,33.76,-84.42,38.57,-121.47
0.0497332319524694,42.34,-71.02,34.72,-92.35
0.0497226099717241,42.34,-71.02,30.46,-84.28
0.0496968804716855,38.57,-92.19,33.54,-112.07
0.049585699500142,30.45,-91.13,39.04,-95.69
0.0494820650920884,43.61,-116.23,34.72,-92.35
0.0494452322130776,30.31,-97.75,39.04,-95.69
0.0494117953290512,35.82,-78.66,42.34,-71.02
0.0493298440889771,39.99,-82.99,33.54,-112.07
0.0492786212429204,35.82,-78.66,38.57,-121.47
0.0492289472064618,38.57,-92.19,38.98,-76.49
0.0488025228784024,37.53,-77.47,38.2,-84.86
0.0487609893213454,34.04,-80.89,38.2,-84.86
0.0487481480200389,38.98,-76.49,38.2,-84.86
0.0486241929511021,40.28,-76.88,38.2,-84.86
0.0485232430695427,38.2,-84.86,39.04,-95.69
0.0485185796151391,35.82,-78.66,39.78,-89.64
0.0484338610882956,44.92,-123.02,38.91,-77.02
0.0481832567272108,47.04,-122.89,40.28,-76.88
0.0480658688846541,40.78,-111.93,41.58,-93.62
0.0480247165996502,40.82,-96.69,30.45,-91.13
0.0478922433238597,34.04,-80.89,41.77,-72.68
0.0477835594861655,40.78,-111.93,38.98,-76.49
0.0477022876546162,43.08,-89.39,36.17,-86.78
0.0476809462589225,39.04,-95.69,32.35,-86.28
0.047318640988038,36.17,-86.78,42.34,-71.02
0.0472620711515351,40.22,-74.76,33.76,-84.42
0.0470064188981297,42.34,-71.02,30.45,-91.13
0.0467637663573733,30.31,-97.75,39.99,-82.99
0.0466687852560422,34.04,-80.89,38.91,-77.02
0.0466545185153976,35.47,-97.51,42.34,-71.02
0.0466145725665302,44.26,-72.57,41.77,-72.68
0.0463485498648131,30.45,-91.13,41.58,-93.62
0.0462732073106737,38.35,-81.63,37.53,-77.47
0.0462710643876964,35.68,-105.95,44.95,-93.1
0.0462399998344729,36.17,-86.78,40.22,-74.76
0.046235665326134,42.67,-73.8,33.54,-112.07
0.0460640641622172,37.53,-77.47,44.32,-69.77
0.0458509197820712,40.28,-76.88,41.58,-93.62
0.0457975742883666,38.2,-84.86,33.76,-84.42
0.0457831760183364,42.71,-84.55,41.58,-93.62
0.0457564801275727,43.08,-89.39,42.71,-84.55
0.0456078616389694,35.47,-97.51,39.78,-86.15
0.0454377229553596,44.95,-93.1,39.04,-95.69
0.0452762775134205,30.46,-84.28,41.77,-72.68
0.0451921752460286,38.57,-92.19,30.46,-84.28
0.0451009074696483,33.76,-84.42,39.77,-104.87
0.0449375325859666,30.31,-97.75,42.34,-71.02
0.0449240572233297,47.04,-122.89,35.68,-105.95
0.0449164236984579,44.95,-93.1,30.45,-91.13
0.044743048913899,41.58,-93.62,34.72,-92.35
0.0446883914821474,37.53,-77.47,33.54,-112.07
0.0446155251448728,34.04,-80.89,40.22,-74.76
0.0445915517220165,40.82,-96.69,33.54,-112.07
0.04453055058967,39.15,-119.74,30.46,-84.28
0.044465215210774,39.04,-95.69,43.61,-116.23
0.0444537243033906,38.2,-84.86,30.46,-84.28
0.0444241306666246,36.17,-86.78,40.82,-96.69
0.0442980355285332,44.26,-72.57,42.34,-71.02
0.0441378240691029,39.15,-119.74,44.95,-93.1
0.0439216826949297,40.78,-111.93,38.57,-92.19
0.0437516600036563,37.53,-77.47,44.95,-93.1
0.0436407175739559,42.71,-84.55,38.91,-77.02
0.0435148011913864,34.04,-80.89,34.72,-92.35
0.0434203342827314,35.82,-78.66,42.71,-84.55
0.0434120870484851,39.78,-89.64,41.77,-72.68
0.0431104614535287,32.32,-90.21,39.78,-89.64
0.043098631570028,42.71,-84.55,32.35,-86.28
0.0430540232734083,36.17,-86.78,42.67,-73.8
0.0430374119229114,39.99,-82.99,38.57,-121.47
0.0429023473002576,39.99,-82.99,42.34,-71.02
0.0428710098484609,47.04,-122.89,40.22,-74.76
0.0427993811905931,43.08,-89.39,39.99,-82.99
0.0427624026644578,40.22,-74.76,32.35,-86.28
0.0426747182826584,38.57,-92.19,38.91,-77.02
0.0426449711705397,42.71,-84.55,33.76,-84.42
0.0423388055767457,39.04,-95.69,39.78,-86.15
0.0422723101694589,40.28,-76.88,44.95,-93.1
0.0422278271616788,30.46,-84.28,33.54,-112.07
0.0421370710549815,40.78,-111.93,44.95,-93.1
0.0421051086749145,44.37,-100.34,39.77,-104.87
0.0419229215159876,38.35,-81.63,44.37,-100.34
0.0418960822576547,40.78,-111.93,36.17,-86.78
0.0418478580933985,39.77,-104.87,32.35,-86.28
0.0418332936322712,42.67,-73.8,32.35,-86.28
0.0415218822941059,36.17,-86.78,41.77,-72.68
0.0412933370055885,38.35,-81.63,40.82,-96.69
0.0410996988484696,39.78,-86.15,33.54,-112.07
0.0410714372447791,46.81,-100.77,30.45,-91.13
0.0408723328152926,41.82,-71.42,42.67,-73.8
0.0408683377091585,43.08,-89.39,33.54,-112.07
0.0408245043583634,38.98,-76.49,43.61,-116.23
0.0407651664159821,35.68,-105.95,32.32,-90.21
0.0407567036452916,40.78,-111.93,40.28,-76.88
0.0407533195207726,38.35,-81.63,39.78,-86.15
0.0406849831618201,34.04,-80.89,42.67,-73.8
0.0405735037890715,32.32,-90.21,39.77,-104.87
0.0404811168789406,35.47,-97.51,33.54,-112.07
0.0403255708040197,38.2,-84.86,41.77,-72.68
0.0402366488492712,42.71,-84.55,30.46,-84.28
0.0402272439675784,32.32,-90.21,39.78,-86.15
0.0401984154997788,36.17,-86.78,39.04,-95.69
0.0401646975162377,35.82,-78.66,39.78,-86.15
0.0399901632521802,41.82,-71.42,38.98,-76.49
0.039717791110534,35.47,-97.51,46.81,-100.77
0.0396322673022078,35.68,-105.95,39.78,-86.15
0.0396260455961948,44.92,-123.02,39.78,-89.64
0.0395990173951198,39.78,-86.15,38.91,-77.02
