"AL","AZ","AR","CA","CO","CT","DE","DC","FL","GA","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VT","VA","WA","WV","WI","WY"
0.00298314522945359,0.00329707972938255,0.000828088771116264,0.0118417429087237,0.00455139470956694,0.0197443624649278,0.00266998932004272,0.0133479004370131,0.00686426358772177,0.00770148606139495,0.000878117316473481,0.00634090278603416,0.00198133375045623,0.00250264167732607,0.00581493818099701,0.00125593840441217,0.00375062891643416,0.000812112071465862,0.0113670656875566,0.0129068706270914,0.00252257036643654,0.00514933058702369,0.00146882820150147,0.003662641061176,0.000722804481387785,0.001605412533685,0.00382435607980464,0.00118343195266272,0.0321178120617111,0.00132183908045977,1,0.00726418503794724,0.002134179708876,0.00530458590006845,0.00142112742775936,0.00202788339670469,0.0206020179845485,0.00291461881357869,0.00290125885129819,0.000913408841797589,0.00307019584128018,0.00409566089073464,0.00140103115893297,0.00103905629240266,0.00715287517531557,0.00256054161965107,0.000361228175797712,0.00227500227500228,0.000121550990640574
0.00953977052984401,0.0023841059602649,0.0134702686611595,0.00351407386583266,0.00378231906966241,0.00385202895663147,0.00226537216828479,0.0114237614237614,0.00883547590134416,0.0204892966360856,0.00095435024654048,0.00345987506006728,0.00286415711947627,0.00177896375361352,0.00173166691763289,0.00253807106598985,0.00803700491471524,0.00417684608716211,0.0113474257554143,0.00352357055149218,0.0030963175937189,0.00193591455273698,0.00404565814188701,0.00401171676006113,0.000330605835192991,0.00139103554868624,0.00197204338495447,0.000645109265381824,0.00693608483806248,0.00178446737528125,0.00726418503794724,1,0.000725058004640371,0.00678649064206564,0.00269411439624206,0.00118141244421108,0.0101196897313402,0.000767577525330058,0.0515723270440252,0.000251614526545333,0.00809932013006208,0.00433996383363472,0.00112418496589972,0.000252865812542144,0.0223289315726291,0.00183229144212115,0.00173783515392254,0.00194474632500143,0.000251214201976218
0.000655737704918033,0.00536941580756014,0.00123304562268804,0.00253284787082476,0.00747365841705464,0.00270660411403825,0.0010611956137248,0.00234579826134952,0.00172306844027845,0.00101544933633133,0.0127090301003344,0.00765260722548496,0.00468384074941452,0.0227448953217886,0.00106866150146941,0.00234907211651398,0.00292881701260665,0.000943099654196794,0.00282298239787446,0.00184341791368467,0.00128309809868191,0.0341491178144565,0.000461041954817888,0.00371807306821856,0.0208584035298837,0.0119047619047619,0.00455610518094246,0.000350877192982456,0.00187664206180408,0.00389105058365759,0.002134179708876,0.000725058004640371,1,0.00191224901731648,0.00283228808415942,0.00832005664719419,0.00267883718622879,0.000287438919229664,0.000474458326743634,0.0158730158730159,0.00415382553932735,0.00224429376372839,0.00688924218335983,0.000433275563258232,0.0017423937809945,0.00702419444754153,0.00117924528301887,0.0153080750095675,0.00887573964497041
0.0115570686256943,0.00351772658297696,0.00238482384823848,0.00306901128069011,0.00464489062031765,0.00439375525848369,0.00124890720619458,0.00638538635628839,0.0061734693877551,0.018505605321032,0.00219592533853849,0.00855170728727628,0.0161242748992233,0.00373216245883644,0.00190647078613884,0.0141600514910963,0.00654954538449684,0.00155539602775784,0.00926009170187899,0.00305937978028091,0.0144383057090239,0.00263901979264844,0.00389884088514225,0.00538156153506837,0.000906148867313916,0.0018667600046669,0.00217458838148493,0.000497883993029624,0.0063300793166565,0.00128956623681125,0.00530458590006845,0.00678649064206564,0.00191224901731648,1,0.00207448384866146,0.00147234747400386,0.0174306433371033,0.000923894214112484,0.00523880206059548,0.000794807259239634,0.00690805145307289,0.00333473877879566,0.00167186803388319,0.000266880170803309,0.00595900206578738,0.00204369274136716,0.0050682261208577,0.00305203723485427,0.00013204806549584
0.00264744815414031,0.00288672108301812,0.0148841165213693,0.00132073554810525,0.0054005400540054,0.000798084596967279,0.000282326369282891,0.00125517760763148,0.00164235974247799,0.00117265641167138,0.00214304848647201,0.00133100407619998,0.00325231085244779,0.00279149667167705,0.0157139603734912,0.00160901045856798,0.00644480899929693,0.00102748522989982,0.000741070105231955,0.00332694828107672,0.000753498385360603,0.0016249593760156,0.00257936507936508,0.0155516431924883,0.000921658986175115,0.0066079295154185,0.00142551674982181,0,0.00103305785123967,0.0076808721506442,0.00142112742775936,0.00269411439624206,0.00283228808415942,0.00207448384866146,1,0.00109340830990316,0.00148107007312783,0,0.00113781823353719,0.00129996750081248,0.00452876376988984,0.0096301465457083,0.00177580466148724,0,0.00146788990825688,0.00102722136620442,0.000613873542050338,0.000923361034164358,0.00161550888529887
0.00159066808059385,0.00876865671641791,0.00254638050200073,0.00858115105784879,0.00865304420350292,0.00200142959256612,0.000233590282644242,0.00345383375546857,0.00125266190655142,0.00105007547417471,0.0251716247139588,0.00282574568288854,0.00182149362477231,0.00222345747637576,0.0013482280431433,0.000349833828931258,0.00150311359244149,0.000863557858376511,0.00402090872537193,0.00196813495782568,0.000797766254487435,0.00203222528668892,0.00086400552963539,0.00156883252712773,0.0124113475177305,0.00372362432767894,0.00857991420085799,0,0.00211864406779661,0.00649214659685864,0.00202788339670469,0.00118141244421108,0.00832005664719419,0.00147234747400386,0.00109340830990316,1,0.00208080457777007,0.000811688311688312,0.000772002058672156,0.00157315154693235,0.00167954316425932,0.00236733964623906,0.0103886110042324,0.000265957446808511,0.0021331536993376,0.0602750809061489,0.000500375281461096,0.000637958532695375,0.00261164794985636
0.00461758038787675,0.00389053742169469,0.00141299959628583,0.00933782631643051,0.0062870615131814,0.0125920014188171,0.0186335403726708,0.0202876020209872,0.00527379368130514,0.0049062196555425,0.00180302005859815,0.0073266514272317,0.00492880613362541,0.00326964340451619,0.00125039074710847,0.00346740638002774,0.00659437280187573,0.00155004428697963,0.0288752485519149,0.00861608335559711,0.00612898732413985,0.00301445163578331,0.00225955398369191,0.00441005158928274,0.00119090151244492,0.00248944690983873,0.00369576465370685,0.00149425287356322,0.0384845762204253,0.00261096605744125,0.0206020179845485,0.0101196897313402,0.00267883718622879,0.0174306433371033,0.00148107007312783,0.00208080457777007,1,0.00214546234713581,0.00536170914790068,0.000729571984435798,0.00716386396199382,0.00388828653680787,0.002906373261366,0.000857422831945125,0.0113757015015926,0.00343596308023984,0.00718648939992813,0.00217533173809006,0.000485142510612492
0.00112485939257593,0.000814806192527063,0.000911023382933495,0.000438909310363746,0.000805044948342949,0.0392454466608846,0.000968992248062015,0.00184956843403206,0.00109051254089422,0.000767636447378522,0.000884173297966401,0.000758150113722517,0.00114181319936058,0.00156838143036386,0.00134273246055723,0.000857142857142857,0.00056274620146314,0.00665557404326123,0.00285171102661597,0.0410269008721287,0.000895942659669781,0.000426894343649947,0.00111982082866741,0.000367444424030865,0.000561797752808989,0.000759301442672741,0.000863682164963294,0.0126152353226589,0.00374116668976029,0.000386249517188104,0.00291461881357869,0.000767577525330058,0.000287438919229664,0.000923894214112484,0,0.000811688311688312,0.00214546234713581,1,0.00144040331292762,0.000623830318153462,0.000892325996430696,0.000346226135127114,0.000329489291598023,0.00259571706683971,0.00149253731343284,0.000484027105517909,0.000561167227833895,0.000556250869141983,0
0.0128681019549616,0.00166301969365427,0.00310305405846807,0.00104468398309511,0.00184717091191911,0.00341521082359123,0.00203998368013056,0.00332796564680623,0.00733555622916035,0.0238509637078579,0.00274725274725275,0.00201808804843411,0.00277392510402219,0.00182481751824818,0.00120233596702164,0.00347716137189821,0.00606183067286321,0.0183716882614581,0.00482553823311062,0.00203575854133475,0.00187863986473793,0.00226184140500266,0.00642532518414042,0.00229690522243714,0.000865239022279905,0.000912908526565638,0.000919305413687436,0.000405597241938755,0.003181547027242,0.00184297825285662,0.00290125885129819,0.0515723270440252,0.000474458326743634,0.00523880206059548,0.00113781823353719,0.000772002058672156,0.00536170914790068,0.00144040331292762,1,0.000224769611148573,0.008424599831508,0.00212839892276952,0.000850774204526119,0.000683682771194166,0.0106821787414067,0.000630233186278923,0.00981675392670157,0.00149611011370437,0
0.000946969696969697,0.00147157190635451,0.00137551581843191,0.000408974059359663,0.00300252844500632,0.000543625985322098,0.00104931794333683,0.000185632077222944,0.000316105579263474,0.000419463087248322,0.00699300699300699,0.0018025660057258,0.00245098039215686,0.0156173743289409,0.00160599571734475,0.00125628140703518,0.00133511348464619,0,0.000721153846153846,0.000815549816501291,0.000895255147717099,0.0093167701863354,0.000812347684809098,0.00115526802218115,0.0151745068285281,0.016,0.000685283536063046,0,0.00032626427406199,0.00203389830508475,0.000913408841797589,0.000251614526545333,0.0158730158730159,0.000794807259239634,0.00129996750081248,0.00157315154693235,0.000729571984435798,0.000623830318153462,0.000224769611148573,1,0.00178316690442225,0.00041873855011777,0.00156168662155128,0.00231481481481481,0.000893974611121044,0.00167973124300112,0.00298953662182362,0.00362976406533575,0.0261044176706827
0.0301762114537445,0.00406018629090041,0.0192414947016174,0.00261367220945428,0.00516909059050289,0.00296093838970504,0.000823045267489712,0.00631699846860643,0.00827758249234607,0.0168167451845668,0.00448,0.00600538413750259,0.0107112769286316,0.00473999721176635,0.00286656155940949,0.0159481010947425,0.0212023864157871,0.00437090227911333,0.00639219934994583,0.00337430706194264,0.00381711765204852,0.00415464512406232,0.0219469503164131,0.0101452370781717,0.00138240884741662,0.00316789862724393,0.00201005025125628,0.000491964578550344,0.00329738882452544,0.00456343170063888,0.00307019584128018,0.00809932013006208,0.00415382553932735,0.00690805145307289,0.00452876376988984,0.00167954316425932,0.00716386396199382,0.000892325996430696,0.008424599831508,0.00178316690442225,1,0.00811013142571951,0.00298762270593257,0.000359906424329674,0.00836859426422191,0.00261224489795918,0.0020743301642178,0.00340166502551249,0.000887784090909091
0.00682999911870979,0.0106848360497077,0.00657990226909865,0.00860633765061091,0.00876732253242293,0.00238212953391164,0.000153280196198651,0.0043925702811245,0.00611148637781852,0.00526558283419996,0.00202706126792682,0.00580499516250403,0.0026103681993039,0.001790466973143,0.00352595494613124,0.0017162471395881,0.0358450082039631,0.000451807228915663,0.00414279418245923,0.00320450947839852,0.00253314862457946,0.00166975044000181,0.00596374045801527,0.00737294830158869,0.000414894720464682,0.00188988909335057,0.0049297510475721,0.000102072062876391,0.00255164034021871,0.0102538326212616,0.00409566089073464,0.00433996383363472,0.00224429376372839,0.00333473877879566,0.0096301465457083,0.00236733964623906,0.00388828653680787,0.000346226135127114,0.00212839892276952,0.00041873855011777,0.00811013142571951,1,0.00199960983222786,5.24851729386448e-05,0.00381315538608198,0.00377725856697819,0.000518618400580853,0.0019874264854999,0.000994087793648302
0.00123828055899522,0.00745594215996385,0.00193959545580493,0.00525517390833243,0.010916179337232,0.00254901960784314,0.000419287211740042,0.00279370680782238,0.000781305490446765,0.000749232037161909,0.0221518987341772,0.00230308613542146,0.00191693290734824,0.00342759211653813,0.00273224043715847,0.00183438155136268,0.00242783922309145,0.000730460189919649,0.00340746054519369,0.0014803006148941,0.00073764445537251,0.00300480769230769,0.00128501670521717,0.00313206890551592,0.00478240076518412,0.00441726129799524,0.00957801221543587,0.000415627597672485,0.00251822398939695,0.00518134715025907,0.00140103115893297,0.00112418496589972,0.00688924218335983,0.00167186803388319,0.00177580466148724,0.0103886110042324,0.002906373261366,0.000329489291598023,0.000850774204526119,0.00156168662155128,0.00298762270593257,0.00199960983222786,1,0,0.00199543899657925,0.00585617240571562,0.00190566936636494,0.000799041150619257,0.0056935817805383
0.000239923224568138,0.000134661998384056,0,0.000175839634253561,0.000159058374423413,0.00332409972299169,0.00111856823266219,0.000187687687687688,0.000238170847888218,8.42815002107038e-05,0.00183318056828598,0.000426212040490144,0.000311332503113325,0,0,0,0,0.00482703137570394,0.000975609756097561,0.00315890674357918,0.000752558699578567,0.000569151963574274,0,0.000234027615258601,0,0,0.000346020761245675,0.0223214285714286,0.000329435018942514,0,0.00103905629240266,0.000252865812542144,0.000433275563258232,0.000266880170803309,0,0.000265957446808511,0.000857422831945125,0.00259571706683971,0.000683682771194166,0.00231481481481481,0.000359906424329674,5.24851729386448e-05,0,1,0.000903505601734731,0.000422892585283338,0.00657894736842105,0.000166030217499585,0.00221729490022173
0.0100638459041229,0.00318674314850223,0.00371747211895911,0.00442817766933261,0.00473725765418019,0.00699060279624112,0.00514181456294576,0.0308447937131631,0.00560430229266912,0.0087662145353314,0.00208166533226581,0.0044168391994479,0.00479731350443752,0.00181209924728185,0.00157909847832328,0.0034801231428189,0.0104631061777818,0.00328484279680901,0.0207025657967184,0.00515920999596937,0.00263090893660358,0.00311994453431939,0.0041119511871601,0.00361509835194046,0.00104004160166407,0.00181323662737987,0.00256433739353421,0.00148221343873518,0.0102481121898598,0.00258870108116339,0.00715287517531557,0.0223289315726291,0.0017423937809945,0.00595900206578738,0.00146788990825688,0.0021331536993376,0.0113757015015926,0.00149253731343284,0.0106821787414067,0.000893974611121044,0.00836859426422191,0.00381315538608198,0.00199543899657925,0.000903505601734731,1,0.0039299164892746,0.00329975686002084,0.00268841294022762,0.000178062678062678
0.00220831799779168,0.00819380121125757,0.0010182147301731,0.00963497453310696,0.0086046511627907,0.00193704600484262,0.000393959290873276,0.00794513673998495,0.00228239443925718,0.00183239019132309,0.0129600829445308,0.00392547822294224,0.00161290322580645,0.00183297055791041,0.000938196317579453,0.00121627598407784,0.00166099818081152,0.000376458777763835,0.0056659855099387,0.00164238788917452,0.000973126731042743,0.00274214082851826,0.000986950323500384,0.002461257976299,0.0094988986784141,0.00232586607907945,0.00822381681851165,0.000392875851231011,0.00305714509680959,0.00320354854608181,0.00256054161965107,0.00183229144212115,0.00702419444754153,0.00204369274136716,0.00102722136620442,0.0602750809061489,0.00343596308023984,0.000484027105517909,0.000630233186278923,0.00167973124300112,0.00261224489795918,0.00377725856697819,0.00585617240571562,0.000422892585283338,0.0039299164892746,1,0.000272739669984999,0.00125677480166523,0.0009765625
0.00250227479526843,0.00104479561185843,0.00127118644067797,0.000462588180871979,0.00107378432274889,0.00181676615624189,0.00088339222614841,0.0025211597334774,0.000779605519607079,0.00132362673726009,0.00377073906485671,0.00103982530934803,0.00290613193839,0.00355239786856128,0.0009765625,0.00823852491173009,0.00210833603632825,0.00202156334231806,0.010707635009311,0.000796178343949045,0.00189118417224324,0.000533049040511727,0.00189537528430629,0.00133155792276964,0.00236406619385343,0.00294464075382803,0.000332336324360253,0,0.000951625693893735,0.00241984271022384,0.000361228175797712,0.00173783515392254,0.00117924528301887,0.0050682261208577,0.000613873542050338,0.000500375281461096,0.00718648939992813,0.000561167227833895,0.00981675392670157,0.00298953662182362,0.0020743301642178,0.000518618400580853,0.00190566936636494,0.00657894736842105,0.00329975686002084,0.000272739669984999,1,0.000959079283887468,0.00436681222707424
0.00275735294117647,0.00291433392131298,0.00180389125112743,0.00132251807441368,0.00277194456110878,0.00107968041459728,0.000458575359217365,0.00127678978568171,0.00230680507497117,0.00246093973559206,0.00133650133650134,0.0410494254464904,0.00933834415214668,0.0262172284644195,0.00201423391969921,0.00389888064394416,0.00354978354978355,0.000725268349289237,0.00246659815005139,0.00185614849187935,0.00326290888326943,0.0160736060303736,0.00223964165733483,0.00506380392951185,0.00127959053103007,0.00494350282485876,0.00184032950661642,0,0.00111016225448335,0.00056617126680821,0.00227500227500228,0.00194474632500143,0.0153080750095675,0.00305203723485427,0.000923361034164358,0.000637958532695375,0.00217533173809006,0.000556250869141983,0.00149611011370437,0.00362976406533575,0.00340166502551249,0.0019874264854999,0.000799041150619257,0.000166030217499585,0.00268841294022762,0.00125677480166523,0.000959079283887468,1,0.000655952771400459
0.000706880301602262,0.00186890935789614,0.000908677873693776,0.000466907902416248,0.0114394661582459,0.000270343336036767,0,0.000184979652238254,7.88892395077311e-05,8.37310558486143e-05,0.0112262521588946,0.00105741778576716,0.00121691512017037,0.00382409177820268,0.00105932203389831,0,0.000332391557254446,0,0.000239177230327673,0.000406559154356959,0.000297397769516729,0.00167224080267559,0,0.00138057984353428,0.0207715133531157,0.0131319763624425,0.00205198358413133,0,0.00065072393037254,0.00808080808080808,0.000121550990640574,0.000251214201976218,0.00887573964497041,0.00013204806549584,0.00161550888529887,0.00261164794985636,0.000485142510612492,0,0,0.0261044176706827,0.000887784090909091,0.000994087793648302,0.0056935817805383,0.00221729490022173,0.000178062678062678,0.0009765625,0.00436681222707424,0.000655952771400459,1
